Class,CloseTime,30m0,30mvolume0,30m1,30mvolume1,30m2,30mvolume2,30m3,30mvolume3,30m4,30mvolume4,30m5,30mvolume5,30m6,30mvolume6,30m7,30mvolume7,30m8,30mvolume8,30m9,30mvolume9,30m10,30mvolume10,30m11,30mvolume11,30m12,30mvolume12,30m13,30mvolume13,30m14,30mvolume14,30m15,30mvolume15,4h0,4hvolume0,4h1,4hvolume1,4h2,4hvolume2,4h3,4hvolume3,4h4,4hvolume4,4h5,4hvolume5,4h6,4hvolume6,4h7,4hvolume7,4h8,4hvolume8,4h9,4hvolume9,4h10,4hvolume10,4h11,4hvolume11,4h12,4hvolume12,4h13,4hvolume13,4h14,4hvolume14,4h15,4hvolume15
Pull,1503655199999,331.09,93.53805,335.32,124.29071,334.17,179.11225,330.49,139.15784,330.29,121.45946,334.34,200.59416,330.17,146.93691,330.03,78.21869,331.73,74.40264,332.67,169.89502,331.35,165.0287,327.7,159.07134,326.55,81.04991,325.41,119.20633,328.19,155.61406,325.64,103.02269,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319,318.54,1074.07592,315.22,1061.17398,315.74,1173.57266,318.57,1635.49673,319.2,2106.38559,319.2,1285.87403,319.06,1376.06321,317.26,1088.33347,309.8,1202.0564,307.03,1304.2511
Pull,1503685799999,333.13,37.97195,332.01,60.52506,335.44,77.56365,334.77,115.73766,334.66,83.39911,333.15,52.07155,333.17,89.88771,331.95,123.54175,331.68,163.23716,332.0,104.87198,331.07,79.25444,330.7,209.68047,333.07,1138.63294,331.26,233.67902,328.73,96.55339,329.78,181.42587,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319,318.54,1074.07592,315.22,1061.17398,315.74,1173.57266,318.57,1635.49673,319.2,2106.38559,319.2,1285.87403,319.06,1376.06321,317.26,1088.33347
Pull,1503698399999,330.18,106.97014,330.95,94.50076,330.98,69.14211,326.78,127.35537,328.71,154.11274,334.95,113.85772,333.27,108.09165,333.13,37.97195,332.01,60.52506,335.44,77.56365,334.77,115.73766,334.66,83.39911,333.15,52.07155,333.17,89.88771,331.95,123.54175,331.68,163.23716,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319,318.54,1074.07592,315.22,1061.17398,315.74,1173.57266,318.57,1635.49673,319.2,2106.38559,319.2,1285.87403,319.06,1376.06321
Pull,1503701999999,328.6,30.27334,328.68,69.93697,330.18,106.97014,330.95,94.50076,330.98,69.14211,326.78,127.35537,328.71,154.11274,334.95,113.85772,333.27,108.09165,333.13,37.97195,332.01,60.52506,335.44,77.56365,334.77,115.73766,334.66,83.39911,333.15,52.07155,333.17,89.88771,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319,318.54,1074.07592,315.22,1061.17398,315.74,1173.57266,318.57,1635.49673,319.2,2106.38559,319.2,1285.87403,319.06,1376.06321
Pull,1503748799999,327.89,147.56542,327.7,97.35886,327.89,141.70325,330.88,115.63276,327.69,77.94524,326.7,89.47237,328.82,91.10606,328.69,95.75704,327.9,172.68367,326.69,216.18665,326.19,64.01642,327.0,135.72086,326.23,98.81823,326.86,186.37595,324.72,54.26451,323.55,142.63221,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319,318.54,1074.07592,315.22,1061.17398,315.74,1173.57266
Pull,1503791999999,330.79,72.48646,330.69,92.62178,330.6,129.87442,330.19,117.96241,334.16,7.84579,331.09,2.9234,331.12,111.1323,334.16,102.43537,331.19,88.63908,330.18,135.05553,328.08,122.13479,329.0,104.83666,331.04,115.73549,328.69,80.56804,330.38,79.87861,326.78,76.15275,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846,323.61,1670.50319
Pull,1503808199999,332.73,130.15045,331.62,112.615,335.85,159.54684,333.12,188.3566,333.31,75.75775,334.47,75.49869,333.67,99.50292,334.37,223.85899,331.98,121.48555,330.79,72.48646,330.69,92.62178,330.6,129.87442,330.19,117.96241,334.16,7.84579,331.09,2.9234,331.12,111.1323,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592,321.2,1138.04846
Push,1503826199999,330.74,33.26975,334.48,75.40432,332.09,116.17264,332.77,118.69737,332.78,40.71499,333.77,38.1962,334.36,55.96554,335.0,62.26781,337.5,147.39941,334.84,95.77503,332.73,130.15045,331.62,112.615,335.85,159.54684,333.12,188.3566,333.31,75.75775,334.47,75.49869,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592
Push,1503829799999,333.75,101.22127,336.25,138.27956,330.74,33.26975,334.48,75.40432,332.09,116.17264,332.77,118.69737,332.78,40.71499,333.77,38.1962,334.36,55.96554,335.0,62.26781,337.5,147.39941,334.84,95.77503,332.73,130.15045,331.62,112.615,335.85,159.54684,333.12,188.3566,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445,321.23,909.12592
Push,1503836999999,333.34,43.74175,333.94,120.60673,337.0,165.28641,337.53,107.00921,333.75,101.22127,336.25,138.27956,330.74,33.26975,334.48,75.40432,332.09,116.17264,332.77,118.69737,332.78,40.71499,333.77,38.1962,334.36,55.96554,335.0,62.26781,337.5,147.39941,334.84,95.77503,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445
Push,1503838799999,333.57,60.71961,333.34,43.74175,333.94,120.60673,337.0,165.28641,337.53,107.00921,333.75,101.22127,336.25,138.27956,330.74,33.26975,334.48,75.40432,332.09,116.17264,332.77,118.69737,332.78,40.71499,333.77,38.1962,334.36,55.96554,335.0,62.26781,337.5,147.39941,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445
Push,1503847799999,333.98,103.66488,332.21,101.17652,333.69,75.27723,335.6,97.82668,336.0,92.85344,333.57,60.71961,333.34,43.74175,333.94,120.60673,337.0,165.28641,337.53,107.00921,333.75,101.22127,336.25,138.27956,330.74,33.26975,334.48,75.40432,332.09,116.17264,332.77,118.69737,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485,323.42,900.34445
Pull,1503849599999,334.67,90.2822,333.98,103.66488,332.21,101.17652,333.69,75.27723,335.6,97.82668,336.0,92.85344,333.57,60.71961,333.34,43.74175,333.94,120.60673,337.0,165.28641,337.53,107.00921,333.75,101.22127,336.25,138.27956,330.74,33.26975,334.48,75.40432,332.09,116.17264,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604,330.29,1115.60692,326.55,1406.8485
Pull,1503878399999,348.13,42.09305,342.04,12.10457,338.81,100.33724,341.36,68.46007,338.66,58.20983,338.72,78.41037,340.36,80.56469,338.27,131.54422,339.64,88.1278,338.16,95.00997,340.26,58.48271,336.03,56.98643,337.56,135.11284,335.98,142.24338,334.83,125.20769,333.28,93.96095,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178,331.26,1199.42604
Pull,1503901799999,339.41,83.75695,336.01,90.13544,333.83,76.01053,338.54,235.61873,333.48,347.31842,343.44,215.08609,347.82,83.61751,350.84,41.2001,348.12,56.81115,347.87,33.58763,343.57,70.12486,345.87,69.40751,346.11,170.79943,348.13,42.09305,342.04,12.10457,338.81,100.33724,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062,328.71,751.25954,333.15,1961.178
Pull,1503928799999,341.96,135.67879,343.1,47.55747,341.76,48.80692,340.46,51.95218,341.9,122.61365,339.86,99.02375,339.81,55.74106,337.71,68.8252,340.48,29.34424,339.25,90.80709,339.5,55.08163,339.54,114.61099,338.77,77.07356,338.64,89.32208,338.26,140.71327,339.41,83.75695,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801,327.24,691.65062
Push,1503935999999,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,341.96,135.67879,343.1,47.55747,341.76,48.80692,340.46,51.95218,341.9,122.61365,339.86,99.02375,339.81,55.74106,337.71,68.8252,340.48,29.34424,339.25,90.80709,339.5,55.08163,339.54,114.61099,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801
Push,1503939599999,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,341.96,135.67879,343.1,47.55747,341.76,48.80692,340.46,51.95218,341.9,122.61365,339.86,99.02375,339.81,55.74106,337.71,68.8252,340.48,29.34424,339.25,90.80709,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801
Push,1503941399999,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,341.96,135.67879,343.1,47.55747,341.76,48.80692,340.46,51.95218,341.9,122.61365,339.86,99.02375,339.81,55.74106,337.71,68.8252,340.48,29.34424,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801
Push,1503943199999,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,341.96,135.67879,343.1,47.55747,341.76,48.80692,340.46,51.95218,341.9,122.61365,339.86,99.02375,339.81,55.74106,337.71,68.8252,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985,323.46,569.57801
Push,1503952199999,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,341.96,135.67879,343.1,47.55747,341.76,48.80692,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985
Push,1503957599999,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,343.24,45.77432,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985
Push,1503959399999,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,342.95,55.12423,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985
Push,1503961199999,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,342.86,125.52867,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985
Push,1503962999999,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,341.8,93.14624,341.83,76.8726,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541,327.9,1070.6985
Push,1503966599999,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,343.2,110.10095,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541
Push,1503968399999,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,342.18,83.09956,340.49,53.2041,341.85,107.02684,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541
Push,1503973799999,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,344.3,116.20594,345.89,103.09534,345.0,93.1833,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482,327.89,856.541
Push,1503979199999,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,342.37,25.83951,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482
Push,1503980999999,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,342.25,102.85337,342.29,69.40531,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482
Push,1503984599999,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,348.49,47.23328,345.48,56.51472,346.51,79.52441,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482
Push,1503989999999,354.93,38.38453,351.95,39.20944,355.0,25.71305,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,348.2,7.05243,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482
Push,1503991799999,355.5,206.41646,354.93,38.38453,351.95,39.20944,355.0,25.71305,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,349.4,37.71482,346.0,27.77035,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095,327.0,940.58482
Push,1503995399999,355.0,33.92493,354.18,59.27679,355.5,206.41646,354.93,38.38453,351.95,39.20944,355.0,25.71305,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,348.98,8.84813,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095
Push,1503997199999,355.22,10.26749,355.0,33.92493,354.18,59.27679,355.5,206.41646,354.93,38.38453,351.95,39.20944,355.0,25.71305,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,348.0,23.47489,347.66,8.98221,349.98,13.59057,348.28,46.64537,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095
Pull,1504004399999,362.2,112.42173,364.3,80.65991,362.99,53.60783,361.94,34.03059,355.22,10.26749,355.0,33.92493,354.18,59.27679,355.5,206.41646,354.93,38.38453,351.95,39.20944,355.0,25.71305,351.74,1.50551,351.68,6.52676,351.5,4.59466,350.03,64.86947,353.23,72.7203,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193,331.19,803.00095
Push,1504013399999,361.0,8.15663,358.42,53.11311,359.86,65.91304,356.75,63.35336,360.29,75.17444,362.2,112.42173,364.3,80.65991,362.99,53.60783,361.94,34.03059,355.22,10.26749,355.0,33.92493,354.18,59.27679,355.5,206.41646,354.93,38.38453,351.95,39.20944,355.0,25.71305,356.75,463.44028,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193
Push,1504018799999,362.17,91.50391,361.68,260.05967,364.35,108.36369,361.0,8.15663,358.42,53.11311,359.86,65.91304,356.75,63.35336,360.29,75.17444,362.2,112.42173,364.3,80.65991,362.99,53.60783,361.94,34.03059,355.22,10.26749,355.0,33.92493,354.18,59.27679,355.5,206.41646,356.75,463.44028,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234,330.79,637.28193
Push,1504025999999,368.16,91.72323,364.59,85.18751,364.57,54.37885,365.88,96.4668,362.17,91.50391,361.68,260.05967,364.35,108.36369,361.0,8.15663,358.42,53.11311,359.86,65.91304,356.75,63.35336,360.29,75.17444,362.2,112.42173,364.3,80.65991,362.99,53.60783,361.94,34.03059,364.57,737.9557,356.75,463.44028,354.18,381.6272,350.03,276.84576,346.0,416.19338,344.3,759.06227,341.83,587.29518,341.9,636.04761,338.77,1139.94898,343.44,740.63428,348.13,571.72404,339.64,795.13177,334.67,665.54231,333.94,857.24989,332.77,689.1668,331.62,1056.62234
